overall_score,technical_skills_score,experience_score,projects_score,education_score,soft_skills_score,certifications_score,cv_completeness_score,missing_required_skills_count,missing_optional_skills_count,ahp_explainable_score,final_score
83.43,82.9,71.92,59.04,39.12,3.54,48.76,78.89,2,3,63.26,56.82
74.09,52.19,39.66,74.23,54.98,30.81,62.55,97.46,0,2,50.27,60.19
52.57,61.75,67.68,73.47,75.55,7.75,14.81,83.61,1,3,57.69,47.85
84.28,99.2,88.75,62.14,63.29,85.66,4.61,90.95,0,1,81.95,84.66
46.71,38.58,54.68,27.0,71.77,77.92,0.94,93.35,1,4,45.41,43.99
31.22,44.24,38.94,16.08,15.7,38.44,18.65,61.47,3,5,39.35,10.17
72.1,68.94,86.89,59.9,87.81,26.52,2.19,96.38,3,2,71.34,51.78
72.16,62.12,72.84,56.13,71.76,62.69,32.38,89.1,1,3,69.85,56.75
48.67,35.99,35.65,32.91,26.19,11.92,39.14,79.01,3,6,34.44,17.06
56.95,56.31,63.8,57.04,46.43,63.45,20.26,94.24,1,4,58.7,51.1
47.9,68.81,52.52,35.4,62.6,39.32,6.13,99.43,2,2,55.18,46.65
37.23,24.69,29.06,52.51,63.76,8.4,18.44,70.84,2,2,34.32,22.4
53.95,61.23,50.3,56.12,49.58,71.62,66.8,74.46,1,1,58.02,53.5
49.94,72.33,53.35,33.83,36.72,70.7,65.5,78.24,2,0,57.33,41.63
56.12,55.02,62.67,52.06,34.85,44.22,32.24,84.1,3,4,51.29,34.45
25.66,11.04,36.1,21.66,11.03,60.66,21.59,90.75,4,5,32.11,4.39
66.57,56.31,51.78,72.19,67.05,86.93,59.24,93.6,3,3,64.82,47.83
86.64,68.6,98.23,84.1,65.56,18.79,43.84,83.56,0,2,64.54,73.87
73.09,73.46,67.65,40.98,27.29,83.28,69.44,69.45,1,3,64.53,61.38
81.18,33.63,51.98,68.23,50.64,34.77,31.0,26.43,4,5,43.87,24.11
63.51,49.76,36.2,62.18,39.58,58.01,39.14,80.08,3,3,46.31,29.05
59.19,56.11,54.44,46.95,37.62,65.24,9.31,96.8,3,3,49.82,34.21
74.76,59.07,79.75,52.24,65.63,12.8,54.25,49.48,1,2,55.75,52.82
10.58,38.13,35.83,15.11,48.23,9.82,41.2,88.31,4,4,35.44,2.3
22.8,20.14,16.5,36.12,57.0,12.33,12.74,50.21,2,4,27.85,11.31
88.0,92.84,78.77,66.03,77.02,2.27,69.33,95.11,0,0,68.49,86.06
57.95,59.65,37.52,57.19,81.7,60.81,32.52,98.63,2,1,57.23,48.24
65.32,44.27,36.64,55.9,42.15,47.97,18.28,89.03,2,1,43.96,40.07
56.79,43.87,38.24,63.42,72.62,89.71,65.42,80.21,2,4,58.82,34.1
74.37,80.36,96.27,75.33,74.75,43.94,31.7,86.02,0,2,71.7,76.26
68.04,68.96,70.76,86.05,79.99,70.01,61.47,99.86,2,2,74.32,61.59
39.81,45.41,54.47,49.87,44.68,62.91,34.3,56.49,1,2,46.22,34.49
79.17,75.74,79.25,34.84,17.09,14.63,52.43,55.59,2,3,53.51,51.9
83.16,91.87,71.06,96.2,72.61,29.67,75.29,89.97,0,2,79.01,79.3
70.11,76.66,73.37,29.35,83.83,13.45,2.88,91.21,1,1,61.3,61.75
69.89,85.37,82.05,59.92,60.57,53.9,61.45,85.35,0,1,70.46,74.65
98.26,91.44,72.04,80.45,67.72,11.97,16.29,98.92,0,0,72.31,79.9
22.5,2.9,9.07,53.52,43.65,62.33,1.08,83.27,1,6,19.23,4.29
69.46,92.96,69.36,55.63,85.19,25.23,49.5,95.97,1,0,68.56,65.7
50.49,7.36,7.99,40.41,31.81,59.64,7.05,46.99,3,5,18.5,3.79
45.55,56.93,46.99,59.67,42.27,43.35,14.04,93.98,1,4,56.36,47.1
93.88,84.85,95.83,68.16,51.29,30.95,1.41,79.25,0,4,71.23,76.37
63.08,37.95,68.99,66.28,37.79,71.86,25.3,79.81,1,4,54.21,50.51
62.01,64.32,38.98,70.99,68.13,8.71,60.83,91.03,3,3,49.56,44.12
66.47,71.99,77.49,28.54,55.22,78.63,0.22,80.3,2,2,66.16,48.69
21.89,41.21,23.07,2.36,67.47,58.54,17.39,58.5,4,2,37.85,10.42
68.24,51.41,38.66,71.81,34.84,85.02,7.23,74.34,1,4,58.87,49.01
95.98,66.74,83.54,57.86,73.23,88.9,70.64,84.29,2,5,78.37,64.91
25.43,49.79,27.99,30.18,64.25,72.72,29.18,84.81,2,4,51.97,21.9
14.9,11.5,40.27,8.23,48.37,53.85,17.67,57.91,2,4,30.47,8.07
23.2,41.93,4.16,30.31,38.41,24.49,48.52,50.35,2,4,30.15,14.36
50.18,72.31,59.49,37.24,48.61,81.6,62.08,67.42,1,3,58.57,45.65
38.89,77.44,67.35,60.42,59.39,40.58,56.81,32.41,1,4,57.75,51.12
70.52,48.43,45.34,38.13,67.82,25.81,28.19,84.1,1,3,49.8,44.34
41.3,25.85,3.84,39.13,36.28,23.23,0.5,56.55,1,7,26.11,17.54
47.71,41.01,50.39,65.67,63.06,78.11,69.61,72.09,3,3,65.07,36.68
67.32,61.69,48.7,30.93,59.69,66.55,39.1,65.13,2,4,52.79,45.45
66.53,40.37,61.72,72.35,47.3,30.36,1.98,67.01,1,5,48.35,40.8
85.96,88.73,77.57,78.8,69.51,18.42,84.51,80.1,0,3,75.57,77.55
68.83,74.26,78.77,78.41,60.17,83.51,77.46,82.93,2,1,71.99,67.81
74.25,96.8,82.75,95.07,74.63,20.19,32.7,99.2,0,0,71.83,78.33
85.5,94.53,82.73,57.68,42.0,35.71,27.42,80.49,0,2,68.46,78.15
36.26,7.45,31.26,20.63,16.03,43.75,0.06,58.82,4,5,22.34,0.0
85.57,83.71,69.59,82.62,89.94,55.56,44.85,90.57,1,3,73.44,75.31
92.72,66.59,96.59,55.92,68.14,26.18,40.0,86.05,0,4,61.16,71.97
72.31,69.2,51.7,68.51,36.47,74.42,48.18,30.56,1,1,62.56,52.21
60.63,45.87,56.72,11.85,43.44,72.19,0.26,56.28,1,7,48.56,31.75
53.09,47.39,61.33,37.32,44.52,83.78,51.05,90.76,3,4,59.06,32.48
48.72,68.59,37.02,52.19,58.75,57.24,22.09,65.83,1,3,56.35,49.9
51.02,42.26,42.71,41.54,41.84,75.28,34.67,79.97,2,4,50.75,37.63
39.5,40.06,22.57,19.07,20.2,42.61,17.43,61.4,2,3,28.32,19.55
69.56,59.69,62.95,16.31,60.65,20.01,57.37,33.56,1,2,45.87,52.19
18.93,48.14,16.25,34.47,43.32,35.31,32.77,82.18,0,2,48.38,33.86
73.11,86.23,97.45,56.16,64.92,23.95,47.75,93.74,0,3,69.36,73.69
53.64,74.61,68.66,30.38,39.59,40.97,67.4,68.84,2,4,58.05,42.41
93.15,68.19,93.63,64.54,67.43,32.99,51.83,81.69,1,3,65.81,70.98
73.61,52.34,75.53,68.85,50.27,32.92,47.36,91.44,1,6,58.84,50.33
17.94,26.84,42.03,52.09,12.5,22.82,17.42,76.25,2,4,31.56,13.46
80.43,69.71,77.69,73.01,41.17,5.68,74.94,97.19,1,3,59.82,60.85
35.9,30.66,20.43,13.72,34.95,10.03,33.61,68.5,1,6,24.02,22.89
72.97,35.46,61.52,45.48,36.61,88.16,28.27,76.73,2,1,54.82,41.74
49.86,65.78,55.82,30.52,58.42,81.96,23.88,66.78,2,2,53.66,41.18
73.68,68.96,67.45,77.87,81.31,12.04,59.55,85.32,1,1,64.13,59.04
66.99,74.5,45.52,71.99,37.26,6.36,13.49,93.52,1,5,60.99,51.42
80.03,72.5,56.18,63.67,13.43,72.03,59.97,49.61,2,2,64.38,54.16
74.3,42.0,42.86,50.62,44.95,38.93,55.87,66.87,2,2,50.46,43.16
34.86,19.28,14.71,3.16,24.74,15.04,6.8,81.92,1,6,23.59,7.68
66.93,60.31,55.71,44.7,40.95,63.89,22.23,94.74,0,3,55.77,57.87
59.09,73.4,61.01,47.46,40.73,22.05,56.1,74.78,1,2,60.72,55.84
75.29,50.12,69.18,61.09,53.63,69.72,67.6,72.02,2,2,59.47,48.35
94.94,90.24,98.37,76.39,88.71,48.53,52.82,91.85,2,0,76.35,83.72
11.64,35.02,16.71,14.95,48.54,16.12,48.08,94.53,4,4,27.0,2.42
97.86,99.67,69.28,85.74,60.63,51.41,15.26,93.09,0,1,78.94,84.88
69.68,57.45,46.17,40.04,25.63,75.69,15.17,40.15,1,5,48.08,35.88
88.12,82.79,97.66,74.04,42.46,31.33,33.42,89.58,0,3,72.74,78.77
19.61,40.07,14.83,31.89,21.02,5.06,15.98,55.6,2,4,23.86,6.16
80.52,71.42,94.18,60.4,83.04,4.36,25.47,78.5,0,2,61.01,66.46
92.37,85.28,93.96,74.18,75.6,16.25,84.96,79.34,1,0,76.19,74.33
29.98,21.44,45.86,31.87,43.49,17.71,22.31,63.47,3,7,30.73,9.86
74.57,45.0,53.92,50.02,49.03,61.6,10.41,83.18,2,4,53.13,39.86
61.26,65.97,38.21,45.3,72.13,47.89,52.49,77.74,2,4,50.28,43.2
66.07,44.85,44.72,62.46,42.51,65.46,44.85,67.92,0,4,46.7,48.75
75.14,60.75,47.48,34.73,66.1,69.41,63.88,96.7,2,2,64.45,46.7
97.67,70.34,81.88,74.49,52.86,51.08,0.24,84.5,0,2,68.51,77.4
49.65,52.25,76.41,35.72,35.49,84.99,66.49,70.22,1,3,62.96,43.03
10.24,31.43,35.9,41.45,64.82,56.54,36.61,57.69,1,5,43.68,20.0
64.59,50.03,45.32,71.4,80.67,44.66,67.35,79.55,2,4,57.47,42.29
47.75,76.57,44.8,49.71,31.88,58.23,27.36,91.87,1,2,57.28,57.26
44.8,17.07,29.48,13.2,61.63,72.39,37.65,49.44,4,7,37.62,0.67
71.34,61.53,52.94,70.37,29.61,72.1,25.86,52.99,2,4,58.85,46.94
36.12,13.15,48.26,50.62,62.1,45.11,48.83,88.74,4,4,35.8,11.11
37.2,16.33,1.49,15.22,48.01,64.73,0.12,55.4,2,6,24.47,8.15
34.98,42.93,17.32,7.52,55.94,74.11,18.02,88.27,2,5,40.44,23.76
92.42,95.22,81.0,57.68,38.67,56.87,78.08,84.99,0,2,73.49,75.47
89.68,94.66,97.56,81.55,44.68,53.03,56.59,81.81,1,5,78.92,76.49
85.39,86.99,95.43,79.33,40.18,88.05,48.06,81.79,0,3,83.18,80.39
31.46,46.45,14.46,54.46,1.35,8.89,9.28,48.98,3,4,34.8,8.47
95.7,78.88,90.61,87.71,44.76,48.96,78.73,81.58,2,3,68.97,69.09
71.7,53.89,55.91,36.12,84.3,80.31,42.02,98.62,1,4,58.21,54.36
54.73,47.27,69.03,50.97,25.81,31.83,24.5,29.67,1,3,43.77,40.94
66.47,41.76,51.37,35.41,64.1,10.11,31.35,85.87,3,6,37.6,28.94
52.65,37.43,46.94,31.84,47.15,63.23,48.44,76.14,2,7,44.83,25.95
53.56,77.12,58.1,53.1,25.47,16.37,24.96,98.81,1,3,58.03,49.27
65.93,56.34,76.17,29.16,72.43,25.12,56.47,94.67,3,2,49.65,43.15
78.9,82.33,75.59,88.4,74.73,92.33,34.05,94.64,2,3,81.65,64.66
98.98,90.06,93.44,90.7,75.47,71.39,79.0,97.85,0,2,89.22,83.63
45.6,20.22,16.59,27.86,58.28,47.74,6.99,63.11,3,5,32.5,7.6
75.18,78.73,75.37,73.37,37.24,6.27,71.26,77.56,2,3,61.69,58.57
79.37,94.24,97.2,57.77,36.7,15.09,65.13,80.12,0,1,72.46,77.85
89.5,92.3,69.97,95.41,60.46,75.53,4.39,84.01,0,0,76.82,79.87
41.46,32.01,38.17,35.82,44.89,26.22,1.41,67.09,2,2,26.48,22.72
39.58,27.98,50.92,15.8,18.34,13.76,27.22,55.27,2,4,20.35,16.02
69.37,64.76,67.71,55.3,52.61,40.4,50.16,78.2,1,4,57.49,50.67
41.76,47.98,35.46,28.89,24.18,57.47,10.6,34.76,0,2,34.59,36.89
29.39,22.48,45.32,1.48,60.54,36.39,17.56,90.34,4,8,30.12,0.0
71.8,43.41,66.47,31.46,37.34,45.05,52.21,90.88,0,3,46.83,45.59
78.34,85.96,72.27,56.92,73.09,2.07,82.52,83.76,1,2,63.84,70.05
56.69,63.17,52.46,52.81,41.67,29.94,5.75,92.35,3,0,51.38,45.48
67.9,69.76,55.94,43.35,69.69,17.23,41.96,90.68,1,3,62.71,54.31
33.84,22.48,17.53,0.22,1.42,18.03,5.83,50.98,4,3,18.64,0.0
80.07,99.64,83.27,56.54,54.12,63.74,19.09,99.11,1,1,74.34,72.49
75.63,73.78,40.98,29.0,43.74,54.73,42.11,74.51,0,1,60.02,54.67
75.44,72.53,97.19,70.8,81.01,45.41,38.86,97.59,0,0,70.92,82.78
74.66,90.28,78.08,75.43,40.6,59.19,68.29,90.62,0,2,76.65,75.5
89.97,92.76,68.59,96.28,36.65,65.4,32.68,91.69,1,1,81.42,77.57
65.95,59.94,58.37,54.46,76.52,55.0,13.71,96.99,3,3,56.18,38.61
85.98,93.95,67.13,77.05,38.77,40.73,29.24,78.43,1,2,62.96,70.92
70.16,43.42,73.88,43.81,20.37,30.86,18.07,42.25,2,3,43.13,43.42
27.53,22.1,42.0,46.73,35.78,47.43,11.96,91.75,4,6,26.0,6.04
59.85,64.33,69.24,42.47,77.39,19.71,39.4,70.29,2,3,55.49,44.69
67.96,38.94,62.57,70.47,58.31,32.59,55.55,89.95,0,3,53.97,53.27
58.24,76.28,59.66,50.43,84.21,20.66,27.86,91.6,1,0,59.76,60.33
47.96,74.72,40.53,52.29,49.08,12.08,20.51,87.17,1,4,54.81,48.44
23.8,3.38,16.84,44.49,46.61,17.89,35.96,80.39,5,7,26.85,0.0
93.93,76.33,89.68,85.38,53.48,15.36,59.07,96.23,3,2,76.19,60.47
27.26,36.62,17.02,0.35,42.24,45.07,31.38,58.41,3,3,29.86,15.54
67.43,59.72,56.96,57.43,30.16,81.92,23.46,72.86,1,2,64.68,52.81
47.05,36.8,39.09,25.25,44.63,27.94,30.11,73.15,1,5,37.75,24.7
79.68,97.28,74.16,62.58,71.56,46.63,4.02,94.7,1,0,66.89,72.88
27.2,44.42,30.4,17.91,0.66,43.98,26.27,85.59,3,2,33.34,12.76
55.94,53.63,44.61,34.17,73.31,20.5,51.59,89.9,2,3,45.95,38.41
34.47,49.67,9.85,3.98,49.29,22.05,30.41,64.59,0,3,30.46,27.85
42.87,41.61,12.71,48.52,42.67,61.74,3.43,62.84,2,3,47.48,23.39
25.19,25.04,16.09,47.88,41.94,41.35,47.22,78.25,3,4,40.72,10.87
16.59,40.82,35.24,51.53,46.87,1.29,25.52,90.18,1,3,33.34,27.13
76.96,76.44,88.38,76.22,61.8,76.63,23.67,91.81,0,2,72.19,75.34
47.64,31.22,47.87,45.54,17.1,71.24,47.93,43.27,3,4,39.14,24.64
58.55,34.44,31.7,20.39,70.39,63.47,49.49,56.1,4,3,42.0,14.39
66.86,73.59,39.75,69.61,80.34,83.12,0.34,72.73,0,1,68.47,63.95
82.27,98.17,80.41,96.03,57.5,32.94,9.13,83.95,0,3,74.44,78.34
88.58,81.97,75.39,66.7,47.36,49.92,1.49,93.47,1,3,65.0,69.48
67.06,77.22,50.9,38.11,17.79,43.59,35.59,40.54,1,2,50.81,52.94
76.54,42.65,37.38,39.82,34.41,62.6,0.4,99.33,3,6,40.17,29.0
48.08,84.81,31.72,32.97,70.15,29.64,12.59,27.2,1,3,51.96,44.46
10.56,42.06,31.75,41.61,52.99,67.74,4.67,73.58,1,1,41.19,24.66
21.54,31.62,46.22,28.81,13.59,41.23,29.4,65.14,1,4,34.74,19.67
32.1,9.82,39.84,3.79,36.23,3.97,26.42,79.3,4,5,15.17,0.0
73.5,73.61,76.0,30.01,42.77,41.66,44.92,89.6,2,0,54.89,52.64
93.72,89.91,69.9,96.69,82.04,74.05,10.78,78.49,1,3,81.93,76.96
91.09,83.91,67.74,79.46,37.97,6.72,41.26,87.5,1,5,63.34,60.4
68.59,59.91,41.88,59.31,72.04,5.93,42.7,92.67,0,4,50.38,57.44
81.51,60.04,65.78,26.36,21.75,68.06,23.89,55.43,1,4,49.85,48.03
79.0,99.52,92.8,89.23,42.43,34.63,57.85,75.54,0,2,73.94,82.27
74.05,71.84,97.59,82.17,76.29,34.81,74.23,89.55,0,2,75.86,77.31
95.74,74.13,99.87,72.35,41.6,30.03,48.75,84.79,2,1,72.4,69.5
47.43,19.75,50.85,1.98,47.37,58.65,21.26,45.55,2,6,33.88,12.73
17.87,24.2,53.37,41.74,38.3,39.62,8.37,67.32,2,7,29.49,11.13
72.78,95.35,69.27,86.75,57.94,55.01,1.99,75.0,1,5,77.33,62.39
49.47,58.49,57.74,55.14,73.62,37.15,62.2,81.61,0,3,61.04,53.09
79.31,41.88,56.31,60.08,69.04,46.87,1.14,50.19,3,5,55.82,33.83
83.8,86.63,75.51,63.17,47.25,81.51,39.49,91.53,0,0,73.54,80.64
68.42,94.1,88.21,89.16,74.33,78.33,83.89,91.34,0,3,85.19,78.17
28.81,14.33,46.26,31.71,19.84,24.65,28.58,66.15,3,7,26.79,3.72
64.05,49.28,49.57,40.88,51.72,73.07,32.83,99.78,2,5,55.92,38.73
59.05,54.67,81.28,70.69,74.77,12.52,0.21,41.18,3,5,60.99,34.59
91.4,73.03,94.42,70.67,67.93,51.69,25.2,85.98,2,4,69.1,60.39
83.55,81.4,82.03,56.4,49.98,4.82,35.27,90.53,0,1,66.76,70.18
72.5,43.82,40.17,43.1,63.22,43.74,6.9,67.5,1,3,41.66,40.02
51.92,77.3,35.69,31.36,75.18,12.43,19.65,74.2,1,3,46.1,48.83
53.22,69.07,72.24,66.81,28.1,62.82,49.28,98.01,1,2,68.14,56.5
45.8,17.98,8.67,19.98,57.05,9.87,31.9,94.38,3,6,22.49,0.59
62.55,68.66,47.15,30.32,66.89,44.33,58.96,81.85,2,3,52.8,45.54
77.9,96.47,73.09,86.39,42.98,71.74,18.98,89.85,1,2,68.68,73.39
51.69,39.23,35.39,30.98,65.62,39.53,20.13,86.72,3,6,41.49,25.02
25.69,37.39,29.21,16.57,44.07,29.17,39.34,45.15,3,5,40.41,8.97
99.32,82.49,83.3,95.93,85.51,66.2,83.17,83.22,0,3,87.91,79.83
64.13,37.08,50.23,62.4,31.26,64.34,53.43,84.91,2,2,51.98,37.05
81.06,86.81,89.93,92.81,73.8,73.85,50.92,77.93,1,1,75.47,73.66
53.45,59.39,51.79,35.07,25.26,28.94,36.13,97.52,2,3,43.54,39.18
48.28,74.62,75.97,46.91,59.83,2.61,3.31,67.68,3,1,58.87,42.64
80.97,83.96,85.27,75.61,60.28,71.55,24.61,80.94,2,1,83.92,69.07
69.2,94.83,85.77,57.06,43.72,26.56,22.36,88.71,0,1,63.61,74.98
48.7,49.0,17.14,11.53,11.56,47.11,34.05,49.39,3,3,32.02,19.33
84.18,70.57,86.17,68.95,48.6,41.9,49.36,84.19,2,2,68.79,61.39
99.88,90.48,87.56,87.67,57.46,74.5,13.16,94.85,0,0,88.98,89.17
58.04,72.22,62.84,46.75,72.09,4.87,56.92,93.37,3,3,62.12,44.36
35.43,38.79,22.73,60.87,43.4,67.87,57.76,47.57,1,2,56.99,35.36
76.28,62.67,59.26,71.8,56.7,54.66,26.14,42.91,1,3,60.13,56.36
95.28,79.62,90.8,56.8,84.16,62.69,38.89,82.59,1,2,74.46,67.04
58.59,65.23,53.05,29.45,76.12,38.26,45.87,97.55,1,3,52.7,52.18
17.5,31.33,47.61,44.18,8.73,32.68,25.91,57.89,3,3,37.96,7.39
46.38,40.62,50.26,52.38,34.43,7.25,40.0,76.67,2,6,49.5,25.23
46.21,71.99,67.78,57.12,61.88,19.7,15.01,66.02,1,1,58.71,52.36
53.69,45.92,75.76,74.62,73.69,4.9,51.0,71.24,1,4,54.75,45.82
22.64,4.75,44.84,25.19,5.09,7.73,48.35,57.15,5,5,26.98,0.0
28.29,3.74,12.64,47.32,48.73,37.58,12.27,68.73,4,4,19.2,0.0
73.73,64.31,63.65,31.99,79.35,40.53,56.23,75.48,2,2,63.62,49.1
19.54,43.94,50.4,4.0,40.77,73.61,46.55,71.26,1,8,48.31,20.65
56.15,53.06,71.64,36.92,40.05,0.66,10.85,99.25,3,2,48.25,36.69
71.55,68.23,43.14,60.39,62.34,60.77,18.63,93.38,0,5,63.1,52.74
22.17,2.7,31.61,1.9,49.99,55.26,28.15,53.41,3,4,21.95,0.0
91.69,67.13,85.24,62.62,46.42,22.16,1.22,97.3,0,3,57.12,67.16
83.01,68.76,85.71,99.93,44.46,90.88,73.57,99.65,1,6,83.09,64.46
91.73,87.01,67.09,68.12,46.89,38.49,16.86,81.87,0,0,66.49,73.74
59.82,36.64,77.97,40.02,42.24,49.94,59.78,80.99,3,5,36.81,30.11
81.81,58.72,24.42,46.85,71.44,74.06,12.93,32.03,2,2,55.8,45.14
54.09,72.95,52.62,37.2,67.62,57.19,50.08,93.77,0,2,60.07,53.33
50.56,71.87,67.4,73.57,35.31,13.29,45.91,55.3,2,4,46.88,41.78
82.29,73.49,70.41,56.62,71.93,83.15,26.73,85.73,1,3,67.57,67.89
58.79,65.53,65.86,19.91,25.99,9.05,26.44,57.83,3,3,41.41,35.65
49.24,68.88,22.74,18.34,23.36,72.11,13.16,51.89,1,4,49.05,38.08
50.35,73.12,59.49,35.6,49.8,6.04,33.28,79.84,1,2,50.96,46.89
31.1,38.5,15.4,36.78,0.35,5.44,31.21,54.63,1,4,30.82,20.42
68.54,70.09,49.21,66.84,46.26,0.63,42.7,73.46,2,3,47.11,48.28
49.23,52.36,72.16,30.66,28.89,18.98,34.34,49.39,2,3,38.33,38.87
78.07,98.5,87.06,81.8,70.18,90.67,28.89,82.02,0,0,93.88,81.54
88.36,87.46,78.02,67.43,76.51,3.01,62.79,80.26,1,1,69.48,64.56
90.42,84.26,91.97,80.35,66.31,81.53,36.1,97.38,0,3,83.14,81.34
70.3,82.92,86.98,55.47,43.88,28.74,25.01,77.43,0,3,60.89,69.66
70.57,77.21,78.93,95.69,75.87,45.52,11.46,91.4,1,2,67.5,68.89
17.72,30.0,13.07,29.79,42.01,46.39,34.14,48.45,4,4,33.22,7.91
57.76,76.6,62.12,29.41,67.05,17.47,20.03,78.25,1,0,57.23,52.54
94.51,75.09,85.4,99.04,45.25,35.61,73.75,91.25,2,2,71.16,66.33
49.21,23.81,27.66,17.81,18.81,74.74,48.86,71.48,2,8,35.0,12.92
40.16,31.79,46.88,21.56,59.44,13.76,10.0,80.87,2,4,34.09,19.28
73.89,76.77,71.89,49.5,76.8,19.26,64.48,84.84,1,0,62.59,61.34
91.46,98.34,87.29,61.42,70.39,11.08,25.8,75.79,1,2,66.3,77.69
22.14,7.15,29.96,41.43,58.11,35.41,35.55,86.67,4,6,33.82,0.0
58.04,75.89,43.98,52.08,84.47,55.69,14.62,98.61,2,2,58.93,42.19
19.24,40.99,1.99,51.1,2.95,70.39,3.68,88.63,3,5,35.19,14.53
63.39,62.16,76.63,74.78,56.23,8.26,9.38,90.21,2,2,61.37,48.49
77.89,64.52,40.07,41.85,27.91,58.78,47.09,67.01,2,3,45.3,47.04
77.76,66.05,75.96,28.58,37.73,2.8,60.75,89.3,2,6,56.7,47.99
38.06,0.2,37.88,12.17,63.09,62.89,45.26,82.88,3,7,25.67,1.08
24.12,8.89,28.5,37.74,36.2,48.14,21.9,83.92,3,4,31.11,7.65
89.34,72.15,95.11,91.56,64.04,80.48,57.02,78.53,0,2,72.42,85.58
66.04,60.22,68.88,28.55,51.44,77.4,25.39,82.63,1,0,52.15,56.71
35.7,44.01,47.01,13.27,1.23,64.09,16.46,62.36,2,3,35.74,25.83
69.76,46.59,66.05,48.1,49.23,32.36,10.19,76.64,2,2,45.27,48.45
65.01,71.03,41.17,32.06,62.7,26.35,45.12,93.72,0,4,55.76,51.85
66.37,84.06,73.43,12.88,0.29,1.66,27.11,48.07,0,1,48.12,59.62
99.76,77.11,76.37,61.88,89.29,21.89,54.98,76.05,1,4,67.59,66.6
99.52,84.54,98.93,62.39,57.28,31.89,64.18,93.69,0,2,71.31,83.98
22.17,5.9,19.48,4.25,68.52,23.63,46.65,79.14,4,7,19.71,0.0
97.05,77.88,77.36,73.3,72.69,35.72,31.78,76.59,0,3,73.8,77.79
67.17,70.37,81.6,25.53,42.55,3.26,6.05,38.56,1,4,48.02,42.15
68.19,66.9,85.49,77.37,49.87,0.62,48.28,95.44,1,5,61.68,54.28
97.55,81.71,78.99,93.77,81.51,69.09,70.5,78.11,1,3,88.02,72.44
81.26,91.49,82.53,89.36,36.94,16.83,47.91,84.63,0,1,72.88,76.63
75.12,63.94,69.54,40.08,69.66,12.55,52.48,95.85,1,4,58.45,49.92
67.52,55.82,49.62,59.19,64.65,52.46,36.99,89.7,1,5,54.36,44.91
49.64,74.21,72.14,55.92,72.2,87.19,39.85,73.55,1,4,73.95,53.78
70.42,49.11,84.19,56.91,61.91,75.45,2.37,53.65,2,6,59.0,41.95
43.36,14.83,22.36,6.33,58.14,48.45,30.64,57.3,4,7,35.3,1.06
71.68,42.07,39.36,56.53,68.61,4.78,14.07,83.8,3,3,45.22,37.16
50.57,35.32,40.23,62.54,51.7,17.89,65.31,92.56,1,4,47.4,37.67
38.58,71.52,24.97,31.88,56.3,56.88,0.13,32.47,1,2,43.84,36.5
94.77,67.15,83.76,86.17,38.17,60.18,28.4,95.84,2,3,72.03,65.11
25.9,4.03,3.68,13.83,20.97,69.56,50.0,52.18,3,8,10.31,0.0
34.93,10.48,13.44,50.13,15.05,2.42,13.31,69.03,3,4,22.83,3.56
62.3,41.89,46.65,68.36,71.8,40.27,63.63,93.67,1,5,55.38,45.93
75.19,79.46,73.81,59.9,69.58,48.21,13.17,89.66,0,2,63.58,68.99
95.5,96.21,86.24,99.2,48.54,6.55,71.69,87.27,0,3,75.69,81.6
99.05,74.85,93.6,55.87,52.7,86.09,15.73,82.1,0,1,69.93,81.08
66.71,40.47,44.47,48.0,65.51,26.39,61.92,92.34,2,5,52.32,38.28
95.28,82.13,97.74,98.0,36.69,36.53,44.73,88.49,1,2,86.32,80.57
35.47,83.35,27.94,44.9,18.48,48.51,2.22,33.82,1,3,45.31,43.48
26.48,0.7,5.89,25.23,65.89,18.66,34.92,86.33,4,7,18.43,0.0
70.69,45.26,69.94,57.5,72.96,77.01,43.21,66.29,2,4,58.24,45.27
73.47,67.77,51.23,26.13,77.82,70.77,31.44,84.12,2,3,57.32,49.78
25.22,40.74,26.06,3.89,25.31,11.87,34.68,90.57,2,3,22.78,17.38
68.57,52.89,38.04,60.28,68.3,20.14,66.78,66.84,4,2,48.49,31.89
41.25,47.69,35.97,27.22,47.3,30.89,16.24,49.11,2,4,35.43,21.62
86.29,85.15,71.16,81.17,54.95,89.53,21.69,95.87,0,3,79.79,75.87
38.56,32.03,83.61,60.5,55.98,12.82,29.34,56.11,1,6,45.99,36.67
73.5,47.19,41.52,73.02,82.89,61.65,64.99,70.66,3,6,52.82,34.99
10.17,19.48,54.67,32.41,20.73,29.17,16.13,67.38,4,5,36.54,0.0
69.74,77.99,95.97,90.59,41.06,47.01,51.39,87.03,2,0,68.4,66.74
63.56,42.18,62.45,27.22,69.47,59.68,23.13,99.61,1,5,57.63,38.57
86.91,85.33,87.85,97.33,62.06,7.35,40.74,94.69,1,3,69.96,76.48
80.03,69.66,81.66,61.37,41.0,66.29,13.43,78.87,0,4,61.43,67.11
62.97,77.72,53.69,53.8,80.15,43.49,54.68,84.2,1,3,64.26,57.54
65.02,54.35,46.22,28.3,81.71,56.15,61.14,75.18,2,1,45.97,49.71
76.17,54.71,42.67,49.76,45.92,54.7,32.14,25.99,3,1,51.07,41.41
62.65,48.84,74.08,39.39,66.63,15.76,7.37,70.45,1,2,43.06,53.12
70.97,37.74,69.8,62.92,56.77,2.07,14.15,77.94,1,4,45.37,52.18
